Index,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,Helper Col : Max_power,Max_power helper (Median)
3975,2014 Honda City i DTEC SV,₹ 5.03 Lakh,2014,1498 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,98.6bhp,5,26 kmpl,Sedan,Ahmedabad,60,
3976,2016 Hyundai EON D Lite Plus,₹ 2.70 Lakh,Oct 2016,814 cc,Third Party insurance,Manual,"29,513 Kms",Second Owner,Petrol,55.2bhp,5,21.1 kmpl,Hatchback,Ahmedabad,20,
3977,2022 Hyundai Creta EX BSVI,₹ 11.66 Lakh,May 2022,1497 cc,Third Party,Manual,"14,035 Kms",First Owner,Petrol,113.18bhp,5,,SUV,Ahmedabad,18,
3978,2020 Maruti Celerio VXI CNG,₹ 5.75 Lakh,Nov 2020,998 cc,Third Party,Manual,"49,018 Kms",First Owner,CNG,55.92bhp,5,35.6 km/kg,Hatchback,Ahmedabad,92,
3979,2021 Tata Tiago XT BSVI,₹ 5.76 Lakh,Nov 2021,1199 cc,Third Party insurance,Manual,"7,660 Kms",First Owner,Petrol,84.82bhp,5,19.01 kmpl,Hatchback,Ahmedabad,82,
3980,2018 Maruti Swift Dzire VXI 1.2,₹ 6.50 Lakh,Jun 2018,1197 cc,Comprehensive,Manual,"66,475 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Ahmedabad,80,
3981,2014 Hyundai i20 Magna Optional 1.2,₹ 4.01 Lakh,May 2014,1197 cc,Zero Dep,Manual,"1,08,888 Kms",First Owner,Petrol,82.9bhp,5,18.5 kmpl,Hatchback,Ahmedabad,90,
3982,2021 Hyundai i20 Sportz BSVI,₹ 7.90 Lakh,Sept 2021,1197 cc,Third Party,Manual,"13,314 Kms",First Owner,Petrol,81.80bhp,5,21 kmpl,Hatchback,Ahmedabad,80,
3983,2021 Maruti Wagon R CNG LXI,₹ 5.60 Lakh,May 2021,998 cc,Zero Dep,Manual,"78,197 Kms",First Owner,CNG,58.33bhp,5,32.52 kmpl,Hatchback,Ahmedabad,33,
3984,2021 Maruti Swift Dzire VXI BSVI,₹ 7.07 Lakh,Jun 2021,1197 cc,Zero Dep,Manual,"25,196 Kms",First Owner,Petrol,88.50bhp,5,22.41 kmpl,Sedan,Ahmedabad,50,
3985,2019 Hyundai Elantra 2.0 SX AT,₹ 14.19 Lakh,Aug 2019,1999 cc,Zero Dep,Automatic,"37,428 Kms",Second Owner,Petrol,149.92bhp,5,14.62 kmpl,Sedan,Ahmedabad,92,
3986,2021 Hyundai i20 Asta Turbo DCT DT,₹ 10.09 Lakh,Nov 2021,998 cc,Zero Dep,Automatic,"16,978 Kms",First Owner,Petrol,118.36bhp,5,20.28 kmpl,Hatchback,Ahmedabad,36,
3987,2015 Hyundai Xcent 1.1 CRDi S Option,₹ 3.20 Lakh,2015,1120 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Diesel,71.01bhp,5,24.4 kmpl,Sedan,Ahmedabad,1,
3988,2009 Maruti Swift VDi BSIII W/ ABS,₹ 2.25 Lakh,2009,1248 cc,Third Party insurance,Manual,"1,10,000 Kms",Fifth Owner,Diesel,75 PS,5,17.8 kmpl,Hatchback,Ahmedabad,0,
3989,2015 Hyundai Xcent 1.1 CRDi S Option,₹ 3 Lakh,2015,1120 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Diesel,71.01bhp,5,24.4 kmpl,Sedan,Ahmedabad,1,
3990,2012 Maruti Alto K10 2010-2014 VXI,₹ 1.40 Lakh,2012,998 cc,Third Party insurance,Manual,"1,20,000 Kms",Fifth Owner,Petrol,67.1bhp,5,20.92 kmpl,Hatchback,Ahmedabad,10,
3991,2005 Mahindra Jeep MM 540,₹ 3 Lakh,2005,2112 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Diesel,,6,,SUV,Ahmedabad,,
3992,2017 Tata Zest Quadrajet 1.3 75PS XE,₹ 2.40 Lakh,2017,1248 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Diesel,74bhp,5,22.95 kmpl,Sedan,Ahmedabad,0,
3993,2019 Maruti Celerio Tour 2018-2021 H2 CNG,₹ 3.60 Lakh,2019,998 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,CNG,,5,,Hatchback,Ahmedabad,,
3994,2022 Hyundai Santro Sportz CNG,₹ 5.98 Lakh,Jun 2022,1086 cc,Zero Dep,Manual,"20,028 Kms",First Owner,CNG,59.17bhp,5,30.48 km/kg,Hatchback,Ahmedabad,17,
3995,2021 Tata Nexon XZ Plus (O) BSVI,₹ 9.46 Lakh,Aug 2021,1199 cc,Zero Dep,Manual,"22,424 Kms",First Owner,Petrol,118.36bhp,5,17.57 kmpl,SUV,Ahmedabad,36,
3996,2022 Mahindra XUV300 W6 AMT Diesel Sunroof BSVI,₹ 11.73 Lakh,May 2022,1497 cc,Zero Dep,Automatic,"36,965 Kms",First Owner,Diesel,115bhp,5,20 kmpl,SUV,Ahmedabad,0,
3997,2019 Renault KWID 1.0 RXT Optional,₹ 3.91 Lakh,Jan 2020,999 cc,Third Party insurance,Manual,"64,564 Kms",First Owner,Petrol,67bhp,5,23.01 kmpl,Hatchback,Ahmedabad,0,
3998,2012 Honda City V MT,₹ 4.72 Lakh,Aug 2012,1497 cc,Comprehensive,Manual,"39,985 Kms",First Owner,Petrol,116.3bhp,5,16.8 kmpl,Sedan,Ahmedabad,30,
3999,2018 Maruti Swift VXI,₹ 5.86 Lakh,Nov 2018,1197 cc,Comprehensive,Manual,"90,175 Kms",First Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Ahmedabad,50,
4000,2020 Maruti Wagon R CNG LXI,₹ 5.73 Lakh,Aug 2020,998 cc,Third Party insurance,Manual,"48,021 Kms",First Owner,CNG,58.33bhp,5,32.52 kmpl,Hatchback,Ahmedabad,33,
4001,2014 Hyundai Xcent 1.2 Kappa SX,₹ 3.85 Lakh,Jul 2014,1197 cc,Third Party insurance,Manual,"1,18,305 Kms",First Owner,Petrol,82bhp,5,19.1 kmpl,Sedan,Ahmedabad,0,
4002,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 5 Lakh,Aug 2017,1197 cc,Zero Dep,Manual,"65,986 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Ahmedabad,86,
4003,2022 Maruti Baleno Delta,₹ 7.36 Lakh,Jul 2022,1197 cc,Comprehensive,Manual,"29,157 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Ahmedabad,80,
4004,2017 Maruti Ciaz 1.3 Alpha,₹ 6.45 Lakh,Nov 2017,1248 cc,Third Party insurance,Manual,"79,265 Kms",First Owner,Diesel,88.5bhp,5,28.09 kmpl,Sedan,Ahmedabad,50,
4005,2017 Hyundai Verna VTVT 1.6 AT SX Option,₹ 8.73 Lakh,Nov 2017,1591 cc,Third Party insurance,Automatic,"68,196 Kms",Second Owner,Petrol,121.3bhp,5,17 kmpl,Sedan,Ahmedabad,30,
4006,2014 BMW X1 sDrive 20d Sportline,₹ 11.50 Lakh,2014,1995 cc,Third Party insurance,Automatic,"1,00,000 Kms",First Owner,Diesel,184bhp,5,17.05 kmpl,SUV,Ahmedabad,0,
4007,2017 Renault KWID Climber 1.0 AMT,₹ 3.50 Lakh,2017,999 cc,Third Party insurance,Automatic,"30,000 Kms",Second Owner,Petrol,67bhp,5,24.04 kmpl,Hatchback,Ahmedabad,0,
4008,2018 Renault Duster 85PS Diesel RxS,₹ 6.50 Lakh,2018,1461 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Diesel,83.8bhp,5,19.87 kmpl,SUV,Ahmedabad,80,
4009,2021 Hyundai Alcazar Signature Diesel BSVI,₹ 17 Lakh,2021,1493 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,113.98bhp,6,20.4 kmpl,SUV,Ahmedabad,98,
4010,2017 Hyundai i20 1.4 Magna Executive,₹ 5 Lakh,2017,1396 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Diesel,88.73bhp,5,22.54 kmpl,Hatchback,Ahmedabad,73,
4011,2022 MG Astor Sharp CVT BSVI,₹ 15.56 Lakh,2022,1498 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,108.49bhp,5,14.82 kmpl,SUV,Ahmedabad,49,
4012,2010 Hyundai i10 Magna 1.2,₹ 1.80 Lakh,2010,1197 cc,Third Party insurance,Manual,"90,000 Kms",Third Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Ahmedabad,90,
4013,2007 Maruti Alto LXi,"₹ 85,000",2007,796 cc,Third Party insurance,Manual,"10,000 Kms",Second Owner,Petrol,46.3bhp,5,19.7 kmpl,Hatchback,Ahmedabad,30,
4014,2015 Hyundai i10 Sportz 1.1L,₹ 3.36 Lakh,Oct 2015,1086 cc,Third Party,Manual,"52,263 Kms",Second Owner,Petrol,68.05bhp,5,19.81 kmpl,Hatchback,Ahmedabad,5,
4015,2019 Hyundai Santro Sportz AMT BSIV,₹ 5.43 Lakh,May 2019,1086 cc,Third Party insurance,Automatic,"21,926 Kms",First Owner,Petrol,68bhp,5,20.3 kmpl,Hatchback,Ahmedabad,0,
4016,2016 Maruti Vitara Brezza ZDi Plus Dual Tone,₹ 7.87 Lakh,May 2016,1248 cc,Third Party,Manual,"45,520 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Ahmedabad,50,
4017,2015 Honda Amaze S i-Vtech,₹ 3.76 Lakh,Aug 2015,1198 cc,Third Party,Manual,"1,04,289 Kms",First Owner,Petrol,86.7bhp,5,18 kmpl,Sedan,Ahmedabad,70,
4018,2017 Maruti Ignis 1.2 Delta BSIV,₹ 4.70 Lakh,Jul 2017,1197 cc,Third Party,Manual,"32,408 Kms",Second Owner,Petrol,81.80bhp,5,20.89 kmpl,Hatchback,Ahmedabad,80,
4019,2017 Maruti Swift Dzire VXI 1.2,₹ 6.08 Lakh,Sept 2017,1197 cc,Zero Dep,Manual,"74,894 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Ahmedabad,80,
4020,2017 Maruti Alto K10 VXI,₹ 3.29 Lakh,Oct 2017,998 cc,Third Party insurance,Manual,"91,002 Kms",First Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Ahmedabad,71,
4021,2021 Hyundai i20 Sportz BSVI,₹ 7.54 Lakh,Nov 2021,1197 cc,Zero Dep,Manual,"19,735 Kms",First Owner,Petrol,81.80bhp,5,21 kmpl,Hatchback,Ahmedabad,80,
4022,2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹ 5.31 Lakh,Sept 2019,1197 cc,Third Party,Manual,"97,567 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Ahmedabad,86,
4023,2021 Maruti Baleno Zeta,₹ 7.20 Lakh,Mar 2021,1197 cc,Third Party,Manual,"13,550 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Ahmedabad,80,
4024,2020 Tata Harrier XZ Plus Dual Tone 2020-2022,₹ 18.48 Lakh,Nov 2020,1956 cc,Third Party,Manual,"22,013 Kms",First Owner,Diesel,167.67bhp,5,16.35 kmpl,SUV,Ahmedabad,67,
4025,2021 Maruti Ciaz Zeta BSVI,₹ 8.73 Lakh,Aug 2021,1462 cc,Third Party,Manual,"41,911 Kms",First Owner,Petrol,103.25bhp,5,20.65 kmpl,Sedan,Ahmedabad,25,
4026,2007 Maruti Alto LXi,"₹ 85,000",2007,796 cc,Third Party insurance,Manual,"10,000 Kms",Second Owner,Petrol,46.3bhp,5,19.7 kmpl,Hatchback,Ahmedabad,30,
4027,2017 Hyundai i20 Magna 1.4 CRDi,₹ 5 Lakh,2017,1396 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Diesel,88.73bhp,5,22.54 kmpl,Hatchback,Ahmedabad,73,
4028,2016 Maruti Eeco 5 Seater AC BSIV,₹ 4.50 Lakh,2016,1196 cc,Third Party insurance,Manual,"1,10,000 Kms",Third Owner,Petrol,73bhp,5,15.37 kmpl,Minivans,Ahmedabad,0,
4029,2013 BMW 3 Series 320d Luxury Line,₹ 12 Lakh,2013,1995 cc,Third Party insurance,Automatic,"1,00,000 Kms",Second Owner,Diesel,184bhp,5,18.88 kmpl,Sedan,Ahmedabad,0,
4030,2020 Maruti Wagon R VXI,₹ 4.60 Lakh,2020,998 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,67.05bhp,5,21.79 kmpl,Hatchback,Ahmedabad,5,
4031,2012 Hyundai Elantra CRDi SX,₹ 4.60 Lakh,2012,1582 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Diesel,126.24bhp,5,22.7 kmpl,Sedan,Ahmedabad,24,
4032,2010 Ford Fiesta 1.6 SXi Duratec,₹ 1.50 Lakh,2010,1596 cc,Third Party insurance,Manual,"1,20,000 Kms",Third Owner,Petrol,,5,15.3 kmpl,Sedan,Ahmedabad,,
4033,2022 Maruti Alto 800 VXI BSVI,₹ 4.25 Lakh,2022,796 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Ahmedabad,33,
4034,2016 Maruti Alto K10 VXI,₹ 2.94 Lakh,Jul 2016,998 cc,Third Party insurance,Manual,"1,01,566 Kms",First Owner,Petrol,67.05bhp,5,23.95 kmpl,Hatchback,Ahmedabad,5,
4035,2018 Mahindra KUV 100 mFALCON G80 K2,₹ 4.17 Lakh,Feb 2018,1198 cc,Comprehensive,Manual,"40,607 Kms",Second Owner,Petrol,82bhp,6,18.15 kmpl,SUV,Ahmedabad,0,
4036,2016 Hyundai i20 Magna 1.2,₹ 5.34 Lakh,Apr 2016,1197 cc,Third Party insurance,Manual,"66,630 Kms",Second Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Ahmedabad,83,
4037,2017 Maruti Wagon R VXI BS IV,₹ 3.39 Lakh,Feb 2017,998 cc,Third Party insurance,Manual,"45,446 Kms",Third Owner,Petrol,67.04bhp,5,20.51 kmpl,Hatchback,Ahmedabad,4,
4038,2016 Honda City i VTEC VX,₹ 6.73 Lakh,Feb 2016,1497 cc,Third Party,Manual,"79,394 Kms",First Owner,Petrol,117.3bhp,5,17.8 kmpl,Sedan,Ahmedabad,30,
4039,2021 Mahindra Thar LX 4-Str Hard Top AT BSVI,₹ 14.56 Lakh,Nov 2021,1997 cc,Third Party,Automatic,"5,097 Kms",Second Owner,Petrol,150bhp,4,,SUV,Ahmedabad,0,
4040,2020 Maruti Baleno Zeta,₹ 6.70 Lakh,Aug 2020,1197 cc,Third Party,Manual,"41,838 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Ahmedabad,80,
4041,2018 Hyundai i20 1.4 Asta Dual Tone,₹ 6.27 Lakh,Apr 2018,1396 cc,Third Party,Manual,"1,18,522 Kms",Second Owner,Diesel,88.73bhp,5,22.54 kmpl,Hatchback,Ahmedabad,73,
4042,2019 Hyundai Creta 1.6 SX Diesel,₹ 10.73 Lakh,Mar 2019,1582 cc,Third Party insurance,Manual,"82,074 Kms",Second Owner,Diesel,126.2bhp,5,20.5 kmpl,SUV,Ahmedabad,20,
4043,2018 Honda WR-V i-VTEC VX,₹ 6.44 Lakh,Dec 2018,1199 cc,Third Party,Manual,"51,496 Kms",Second Owner,Petrol,88.7bhp,5,17.5 kmpl,SUV,Ahmedabad,70,
4044,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 4.83 Lakh,Feb 2019,1197 cc,Comprehensive,Manual,"46,003 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Ahmedabad,86,
4045,2018 Ford Freestyle Titanium Plus Petrol BSIV,₹ 5.41 Lakh,Sept 2018,1194 cc,Third Party,Manual,"42,024 Kms",First Owner,Petrol,94.68bhp,5,19 kmpl,Hatchback,Ahmedabad,68,
4046,2014 Maruti Ciaz ZDi Option,₹ 5.50 Lakh,2014,1248 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,88.50bhp,5,26.21 kmpl,Sedan,Ahmedabad,50,
4047,2009 Honda Civic 1.8 V MT,₹ 2 Lakh,2009,1799 cc,Third Party insurance,Manual,"1,10,000 Kms",Third Owner,Petrol,130bhp,5,13.5 kmpl,Sedan,Ahmedabad,0,
4048,2013 BMW X1 sDrive20d,₹ 8 Lakh,2013,1995 cc,Third Party insurance,Automatic,"1,50,000 Kms",Second Owner,Diesel,184bhp,5,17.05 kmpl,SUV,Ahmedabad,0,
4049,2022 Maruti Celerio VXI BSVI,₹ 5.57 Lakh,2022,998 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,65.71bhp,5,25.24 kmpl,Hatchback,Ahmedabad,71,
4050,2022 Maruti Celerio VXI BSVI,₹ 5.57 Lakh,2022,998 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,65.71bhp,5,25.24 kmpl,Hatchback,Ahmedabad,71,
4051,2017 Maruti Eeco Flexi Green,₹ 2.70 Lakh,2017,1196 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,CNG,63bhp,5,20 kmpl,Maruti,Ahmedabad,0,
4052,2017 Tata Hexa XTA,₹ 9.50 Lakh,2017,2179 cc,Third Party insurance,Automatic,"1,20,000 Kms",Second Owner,Diesel,153.86bhp,7,17.6 kmpl,MUV,Ahmedabad,86,
4053,2019 Hyundai Grand i10 1.2 CRDi Magna,₹ 5.30 Lakh,2019,1186 cc,Third Party insurance,Manual,"60,000 Kms",First Owner,Diesel,73.97bhp,5,24 kmpl,Hatchback,Ahmedabad,97,
4054,2020 Hyundai i20 Sportz BSVI,₹ 7.62 Lakh,Feb 2021,1197 cc,Third Party insurance,Manual,"57,372 Kms",First Owner,Petrol,81.80bhp,5,21 kmpl,Hatchback,Ahmedabad,80,
4055,2018 Hyundai Verna VTVT 1.6 AT SX Option,₹ 9.80 Lakh,Jun 2018,1591 cc,Third Party insurance,Automatic,"10,168 Kms",First Owner,Petrol,121.3bhp,5,17 kmpl,Sedan,Ahmedabad,30,
4056,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 5.07 Lakh,Aug 2017,1197 cc,Third Party,Manual,"28,490 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Ahmedabad,86,
4057,2020 Hyundai Aura SX Plus AMT Diesel,₹ 8.53 Lakh,Mar 2020,1186 cc,Comprehensive,Automatic,"36,674 Kms",Second Owner,Diesel,73.97bhp,5,25.4 kmpl,Sedan,Ahmedabad,97,
4058,2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT,₹ 5.51 Lakh,Sept 2018,1197 cc,Zero Dep,Automatic,"57,211 Kms",First Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Ahmedabad,86,
4059,2017 Ford Ecosport 1.5 TDCi Titanium Plus BSIV,₹ 5.41 Lakh,Aug 2017,1498 cc,Comprehensive,Manual,"54,550 Kms",Second Owner,Diesel,98.59bhp,5,22.77 kmpl,SUV,Ahmedabad,59,
4060,2019 Hyundai Verna VTVT 1.6 SX,₹ 8.88 Lakh,Jun 2019,1591 cc,Third Party,Manual,"55,216 Kms",First Owner,Petrol,121.3bhp,5,17 kmpl,Sedan,Ahmedabad,30,
4061,2016 Honda BR-V i-VTEC VX MT,₹ 6.56 Lakh,Jun 2016,1497 cc,Third Party,Manual,"67,963 Kms",First Owner,Petrol,117.3bhp,7,15.4 kmpl,SUV,Ahmedabad,30,
4062,2022 Tata Harrier XZA AT BSVI,₹ 22.39 Lakh,Jun 2022,1956 cc,Zero Dep,Automatic,"3,846 Kms",First Owner,Diesel,167.67bhp,5,14.6 kmpl,SUV,Ahmedabad,67,
4063,2016 Maruti Vitara Brezza ZDi Plus Dual Tone,₹ 8.08 Lakh,Aug 2016,1248 cc,Comprehensive,Manual,"60,096 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Ahmedabad,50,
4064,2020 Tata Tiago XZ Plus,₹ 5.64 Lakh,Jun 2020,1199 cc,Third Party,Manual,"46,823 Kms",First Owner,Petrol,83.83bhp,5,23.84 kmpl,Hatchback,Ahmedabad,83,
4065,2022 Maruti S-Presso VXI Opt 2019-2022,₹ 4.39 Lakh,Aug 2022,998 cc,Zero Dep,Manual,"5,787 Kms",First Owner,Petrol,67.05bhp,5,21.7 kmpl,Hatchback,Ahmedabad,5,
4066,2014 Volkswagen Vento Diesel Highline,₹ 3.40 Lakh,2014,1598 cc,Third Party insurance,Manual,"1,00,000 Kms",Third Owner,Diesel,103.6bhp,5,20.54 kmpl,Sedan,Ahmedabad,60,
4067,2012 Honda Brio S MT,₹ 2.50 Lakh,2012,1198 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Petrol,86.8bhp,5,19.4 kmpl,Hatchback,Ahmedabad,80,
4068,2012 Honda Brio S MT,₹ 2.50 Lakh,2012,1198 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Petrol,86.8bhp,5,19.4 kmpl,Hatchback,Ahmedabad,80,
4069,2012 Honda Brio S MT,₹ 2.50 Lakh,2012,1198 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Petrol,86.8bhp,5,19.4 kmpl,Hatchback,Ahmedabad,80,
4070,2018 Maruti Vitara Brezza ZDi Plus AMT,₹ 8.50 Lakh,2018,1248 cc,Third Party insurance,Automatic,"90,000 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Ahmedabad,50,
4071,2016 Maruti Alto 800 VXI,₹ 2.90 Lakh,2016,796 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,47.3bhp,5,24.7 kmpl,Hatchback,Ahmedabad,30,
4072,2016 Maruti Alto 800 VXI,₹ 2.90 Lakh,2016,796 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,47.3bhp,5,24.7 kmpl,Hatchback,Ahmedabad,30,
4073,2013 Maruti Alto 800 LXI,₹ 2.15 Lakh,2013,796 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,47.3bhp,5,22.74 kmpl,Hatchback,Ahmedabad,30,
4074,2017 Volkswagen Ameo 1.5 TDI Trendline,₹ 3.93 Lakh,Sept 2017,1498 cc,Third Party,Manual,"86,802 Kms",Second Owner,Diesel,108.62bhp,5,21.66 kmpl,Sedan,Ahmedabad,62,
4075,2019 Hyundai i20 Magna Plus BSIV,₹ 6.13 Lakh,Aug 2019,1197 cc,Zero Dep,Manual,"72,361 Kms",First Owner,Petrol,81.86bhp,5,18.6 kmpl,Hatchback,Ahmedabad,86,
4076,2018 Mahindra KUV 100 mFALCON G80 K2,₹ 4.22 Lakh,Mar 2018,1198 cc,Third Party insurance,Manual,"50,391 Kms",First Owner,Petrol,82bhp,6,18.15 kmpl,SUV,Ahmedabad,0,
4077,2021 Maruti Swift VXI,₹ 6.62 Lakh,May 2021,1197 cc,Third Party,Manual,"26,494 Kms",First Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Ahmedabad,50,
4078,2013 Maruti Swift VDI,₹ 3.43 Lakh,Nov 2013,1248 cc,Third Party insurance,Manual,"1,03,659 Kms",Third Owner,Diesel,74bhp,5,22.9 kmpl,Hatchback,Ahmedabad,0,
4079,2013 Hyundai EON Era Plus,₹ 2.36 Lakh,Aug 2013,814 cc,Comprehensive,Manual,"64,875 Kms",First Owner,Petrol,55.2bhp,5,21.1 kmpl,Hatchback,Ahmedabad,20,
4080,2017 Hyundai Verna 1.6 VTVT SX Option,₹ 8.67 Lakh,Oct 2017,1591 cc,Comprehensive,Manual,"45,364 Kms",Second Owner,Petrol,121.3bhp,5,17.01 kmpl,Sedan,Ahmedabad,30,
4081,2018 Maruti Alto 800 LXI,₹ 3.34 Lakh,Nov 2018,796 cc,Third Party insurance,Manual,"51,798 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Ahmedabad,33,
4082,2019 Renault KWID 1.0 RXT Optional,₹ 3.79 Lakh,Jul 2019,999 cc,Third Party insurance,Manual,"65,113 Kms",Second Owner,Petrol,67bhp,5,23.01 kmpl,Hatchback,Ahmedabad,0,
4083,2017 Hyundai Grand i10 1.2 Kappa Magna AT,₹ 4.20 Lakh,Jan 2018,1197 cc,Third Party,Automatic,"27,365 Kms",Third Owner,Petrol,81.86bhp,5,18.9 kmpl,Hatchback,Ahmedabad,86,
4084,2016 Ford Ecosport 1.5 Ti VCT MT Trend BSIV,₹ 4.98 Lakh,Sept 2016,1499 cc,Third Party,Manual,"1,03,102 Kms",Second Owner,Petrol,110.4bhp,5,15.85 kmpl,SUV,Ahmedabad,40,
4085,2011 Chevrolet Beat LT Option,₹ 1.60 Lakh,2011,1199 cc,Third Party insurance,Manual,"70,000 Kms",Fourth Owner,Petrol,79.4bhp,5,18.6 kmpl,Hatchback,Ahmedabad,40,
4086,2016 Ford Ecosport 1.0 Ecoboost Titanium Plus BSIV,₹ 5.70 Lakh,2016,999 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Petrol,123.24bhp,5,18.88 kmpl,SUV,Ahmedabad,24,
4087,2018 Honda City i-VTEC CVT ZX,₹ 9.50 Lakh,2018,1497 cc,Third Party insurance,Automatic,"60,000 Kms",First Owner,Petrol,117.6bhp,5,18 kmpl,Sedan,Ahmedabad,60,
4088,2010 Chevrolet Aveo 1.4 BS IV,₹ 1.30 Lakh,2010,1399 cc,Third Party insurance,Manual,"80,000 Kms",Third Owner,Petrol,92.7bhp,5,14.49 kmpl,Sedan,Ahmedabad,70,
4089,2022 Tata Punch Accomplished Dazzle BSVI,₹ 7.85 Lakh,2022,1199 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,86.63bhp,5,20.09 kmpl,SUV,Ahmedabad,63,
4090,2016 Tata Zest Revotron 1.2 XT,₹ 4.25 Lakh,2016,1193 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,88.7bhp,5,17.57 kmpl,Sedan,Ahmedabad,70,
4091,2014 Audi Q5 2.0 TDI,₹ 13 Lakh,2014,1968 cc,Third Party insurance,Automatic,"1,20,000 Kms",First Owner,Diesel,174.3bhp,5,14.16 kmpl,SUV,Ahmedabad,30,
4092,2014 Audi Q5 2.0 TDI,₹ 13 Lakh,2014,1968 cc,Third Party insurance,Automatic,"1,20,000 Kms",First Owner,Diesel,174.3bhp,5,14.16 kmpl,SUV,Ahmedabad,30,
4093,2018 Datsun GO Plus T,₹ 3.28 Lakh,Nov 2018,1198 cc,Zero Dep,Manual,"27,977 Kms",First Owner,Petrol,67.05bhp,7,19.02 kmpl,MUV,Ahmedabad,5,
4094,2019 Maruti S-Presso VXI Plus 2019-2022,₹ 4.63 Lakh,Nov 2019,998 cc,Third Party,Manual,"18,203 Kms",First Owner,Petrol,65.71bhp,5,21.7 kmpl,Hatchback,Ahmedabad,71,
4095,2017 Maruti Alto K10 VXI AGS Optional,₹ 3.52 Lakh,Nov 2017,998 cc,Zero Dep,Automatic,"60,790 Kms",First Owner,Petrol,67.1bhp,5,23.95 kmpl,Hatchback,Ahmedabad,10,
4096,2016 Honda Jazz 1.5 VX i DTEC,₹ 4.15 Lakh,Jun 2016,1498 cc,Third Party,Manual,"71,957 Kms",Third Owner,Diesel,98.6bhp,5,27.3 kmpl,Hatchback,Ahmedabad,60,
4097,2020 Maruti Eeco 5 Seater AC BSIV,₹ 4.54 Lakh,Aug 2020,1196 cc,Third Party,Manual,"27,707 Kms",Second Owner,Petrol,73bhp,5,15.37 kmpl,Minivans,Ahmedabad,0,
